id,question,user,position,answer,,AvgUserPos,AvgQuestPos,RoundPos
2110,1121,30,75,Ives,,86.0,64.0,80.0
2111,1121,52,21,ives,,34.0,64.0,20.0
2112,1121,44,97,ives,,103.0,64.0,100.0
2113,1121,28,-58,gershwin,,80.0,64.0,-60.0
2115,1121,53,-106,ADAms,,104.0,64.0,-110.0
2116,1121,60,-86,copland,,85.0,64.0,-90.0
2117,1121,13,80,ives,,86.0,64.0,80.0
2118,1121,9,26,ives,,83.0,64.0,30.0
2119,1121,9,16,ives,,83.0,64.0,20.0
2120,1121,17,76,ives,,91.0,64.0,80.0
2122,1130,9,16,coltrane,,83.0,58.0,20.0
2123,1130,30,93,Coltrane,,86.0,58.0,90.0
2124,1130,71,14,John Coltrane,,82.0,58.0,10.0
2125,1130,33,107,Coltrane,,78.0,58.0,110.0
2126,1131,23,-60,falstaff,,58.0,84.0,-60.0
2127,1131,13,120,la traviata,,86.0,84.0,120.0
2129,1131,10,110,la traviata,,81.0,84.0,110.0
2130,1131,28,95,la traviata,,80.0,84.0,100.0
2131,1131,11,114,la traviata,,89.0,84.0,110.0
2132,1131,42,-32,aida,,81.0,84.0,-30.0
2133,1131,6,24,la traviata,,66.0,84.0,20.0
2134,1131,130,-120,falstaff,,91.0,84.0,-120.0
2136,1133,62,63,grieg,,84.0,52.0,60.0
2137,1133,9,51,grieg,,83.0,52.0,50.0
2138,1133,30,42,Grieg,,86.0,52.0,40.0
2139,1133,151,53,grieg,,90.0,52.0,50.0
2140,1138,23,-39,handel,,58.0,77.0,-40.0
2141,1138,28,89,vivaldi,,80.0,77.0,90.0
2143,1138,33,62,Vivaldi,,78.0,77.0,60.0
2144,1138,30,63,Vivaldi,,86.0,77.0,60.0
2145,1138,88,108,vivaldi,,105.0,77.0,110.0
2146,1138,42,70,vivaldi,,81.0,77.0,70.0
2147,1138,17,105,vivaldi,,91.0,77.0,110.0
2148,1140,30,34,Brahms,,86.0,34.0,30.0
2150,1141,9,59,monteverdi,,83.0,84.0,60.0
2151,1141,30,77,Monteverdi,,86.0,84.0,80.0
2152,1141,47,117,monteverdi,,100.0,84.0,120.0
2153,1143,19,-119,tchaikovsky,,104.0,85.0,-120.0
2154,1143,12,65,prokofiev,,85.0,85.0,70.0
2155,1143,71,87,Prokofiev,,82.0,85.0,90.0
2157,1143,9,62,prokofiev,,83.0,85.0,60.0
2158,1143,14,104,Prokofiev,,84.0,85.0,100.0
2159,1143,30,51,Prokofiev,,86.0,85.0,50.0
2160,1143,113,119,Prokofiev,,88.0,85.0,120.0
2161,1143,17,69,prokofiv,,91.0,85.0,70.0
2162,1145,23,19,ravel,,58.0,54.0,20.0
2164,1145,12,117,ravel,,85.0,54.0,120.0
2165,1145,62,122,ravel,,84.0,54.0,120.0
2166,1145,28,67,ravel,,80.0,54.0,70.0
2167,1145,9,36,Ravel,,83.0,54.0,40.0
2168,1145,9,13,Ravel,,83.0,54.0,10.0
2169,1145,9,11,Ravel,,83.0,54.0,10.0
2171,1145,9,2,Ravel,,83.0,54.0,0.0
2172,1145,9,3,Ravel,,83.0,54.0,0.0
2173,1145,9,8,Ravel,,83.0,54.0,10.0
2174,1145,9,14,Ravel,,83.0,54.0,10.0
2175,1145,9,5,Ravel,,83.0,54.0,10.0
2176,1145,91,68,ravel,,71.0,54.0,70.0
2178,1145,64,-118,faure,,98.0,54.0,-120.0
2179,1145,30,19,Ravel,,86.0,54.0,20.0
2180,1145,43,117,ravel,,92.0,54.0,120.0
2181,1145,98,122,ravel,,102.0,54.0,120.0
2182,1145,152,116,ravel,,91.0,54.0,120.0
2183,5653,47,109,browning,,100.0,109.0,110.0
2185,1152,18,93,barber,,91.0,77.0,90.0
2186,1152,233,78,barber,,106.0,77.0,80.0
2187,1152,13,35,barber,,86.0,77.0,40.0
2188,1152,52,29,barber,,34.0,77.0,30.0
2189,1152,35,117,barber,,100.0,77.0,120.0
2190,1152,234,86,barber,,82.0,77.0,90.0
2192,1152,143,12,Barber,,86.0,77.0,10.0
2193,1152,235,31,barber,,19.0,77.0,30.0
2194,1152,7,-117,Benjamin Britten,,97.0,77.0,-120.0
2195,1152,236,31,barber,,81.0,77.0,30.0
2196,1152,64,93,Samuel Barber,,98.0,77.0,90.0
2197,1152,237,-116,sheridan,,91.0,77.0,-120.0
2199,1152,12,117,barber,,85.0,77.0,120.0
2200,1152,30,34,Samuel Barber,,86.0,77.0,30.0
2201,1152,239,-117,Berlin,,84.0,77.0,-120.0
2202,1152,240,117,barber,,70.0,77.0,120.0
2203,1152,241,92,barber,,78.0,77.0,90.0
2204,1155,54,69,pictures at an exhibition,,93.0,54.0,70.0
2206,1155,30,18,Pictures at an Exhibition,,86.0,54.0,20.0
2207,1155,9,69,pictures at an exhibition,,83.0,54.0,70.0
2208,1155,17,69,Pictures at an Exibition,,91.0,54.0,70.0
2209,1155,20,47,pictures at an exhibition,,95.0,54.0,50.0
2210,1159,113,145,Glass,,88.0,115.0,150.0
2211,1159,12,143,Phillip Glass,,85.0,115.0,140.0
2213,1159,9,57,glass,,83.0,115.0,60.0
2214,1159,71,126,Glass,,82.0,115.0,130.0
2215,1159,30,125,Glass,,86.0,115.0,130.0
2216,1159,9,57,glass,,83.0,115.0,60.0
2217,1159,64,126,glass,,98.0,115.0,130.0
2218,1159,47,144,Glass,,100.0,115.0,140.0
2220,1160,30,-118,Count Basie,,86.0,118.0,-120.0
2221,1160,64,118,thelonious monk,,98.0,118.0,120.0
2222,1161,52,15,satie,,34.0,82.0,20.0
2223,1161,18,127,satie,,91.0,82.0,130.0
2224,1161,64,67,satie,,98.0,82.0,70.0
2225,1161,43,-118,cage,,92.0,82.0,-120.0
2227,1162,28,99,aida,,80.0,104.0,100.0
2228,1162,9,77,aida,,83.0,104.0,80.0
2229,1162,1,137,aida,,97.0,104.0,140.0
2230,1163,30,55,Schumann,,86.0,98.0,60.0
2231,1163,20,140,schumann,,95.0,98.0,140.0
2232,1164,23,86,don giovanni,,58.0,87.0,90.0
2234,1164,9,87,don giovanni,,83.0,87.0,90.0
2235,1178,170,105, aida,,107.0,62.0,110.0
2236,1178,9,18,aida,,83.0,62.0,20.0
2237,1193,30,68,Dvorak,,86.0,92.0,70.0
2238,1193,28,96,dvorak,,80.0,92.0,100.0
2239,1193,9,-80,elgar,,83.0,92.0,-80.0
2241,1193,98,123,dvorzak,,102.0,92.0,120.0
2242,1194,23,48,bruckner,,58.0,98.0,50.0
2243,1194,52,45,bruckner,,34.0,98.0,50.0
2244,1194,13,-109,bruch,,86.0,98.0,-110.0
2245,1194,20,109,bruckner,,95.0,98.0,110.0
2246,1194,33,104,Bruckner,,78.0,98.0,100.0
2248,1194,28,116,bruckner,,80.0,98.0,120.0
2249,1194,29,-116,Swingli,,105.0,98.0,-120.0
2250,1194,60,-116,mahler,,85.0,98.0,-120.0
2251,1194,30,103,Bruckner,,86.0,98.0,100.0
2252,1194,42,104,bruckner,,81.0,98.0,100.0
2253,1194,167,105,bruckner,,93.0,98.0,110.0
2255,1195,30,17,Hindemith,,86.0,58.0,20.0
2256,1195,17,88,Hindemith,,91.0,58.0,90.0
2257,1195,33,43,Hindemith,,78.0,58.0,40.0
2258,1195,31,-84,benjamin britten,,98.0,58.0,-80.0
2259,1198,12,131,meyerbeer,,85.0,137.0,130.0
2260,1198,30,157,Meyerbeer,,86.0,137.0,160.0
2262,1198,17,122,meyerbeer,,91.0,137.0,120.0
2263,1219,18,136,smetana,,91.0,117.0,140.0
2264,1219,30,80,Smetana,,86.0,117.0,80.0
2265,1219,64,134,smetana,,98.0,117.0,130.0
2266,1222,9,94,mars,,83.0,94.0,90.0
2267,1224,151,102,carmen,,90.0,64.0,100.0
2269,1224,30,26,Carmen,,86.0,64.0,30.0
2270,1229,30,24,Copland,,86.0,63.0,20.0
2271,1229,151,86,copland,,90.0,63.0,90.0
2272,1229,12,72,copland,,85.0,63.0,70.0
2273,1229,14,49,Copeland,,84.0,63.0,50.0
2274,1229,9,53,copland,,83.0,63.0,50.0
2276,1229,71,76,Copland,,82.0,63.0,80.0
2277,1229,62,86,copland,,84.0,63.0,90.0
2278,1229,23,16,copland ,,58.0,63.0,20.0
2279,1229,17,76,copland,,91.0,63.0,80.0
2280,1229,31,92,copland,,98.0,63.0,90.0
2281,1231,9,112,pictures at an exhibition,,83.0,67.0,110.0
2283,1231,62,81,pictures at an exhibition,,84.0,67.0,80.0
2284,1231,30,28,Pictures at an Exhibition,,86.0,67.0,30.0
2285,1231,9,55,pictures at an exhabition,,83.0,67.0,60.0
2286,1231,30,25,Pictures at an Exhibition,,86.0,67.0,30.0
2287,1231,22,90,pictures at an exhibition,,66.0,67.0,90.0
2288,1231,71,81,Pictures at an Exhibition,,82.0,67.0,80.0
2290,1232,52,59,brahms,,34.0,51.0,60.0
2291,1232,9,28,brahms,,83.0,51.0,30.0
2292,1232,30,46,Brahms,,86.0,51.0,50.0
2293,1232,9,71,brahms,,83.0,51.0,70.0
2294,1239,113,108,Aida,,88.0,78.0,110.0
2295,1239,12,107,aida,,85.0,78.0,110.0
2297,1239,9,-22,la boheime,,83.0,78.0,-20.0
2298,1239,30,66,Aida,,86.0,78.0,70.0
2299,1239,9,41,aida,,83.0,78.0,40.0
2300,1239,43,97,aida,,92.0,78.0,100.0
2301,1239,31,107,aida,,98.0,78.0,110.0
2302,1240,9,-113,well tempered clavier,,83.0,104.0,-110.0
2304,1240,20,95,goldberg variations,,95.0,104.0,100.0
2305,1242,12,-127,goldberg variations,,85.0,126.0,-130.0
2306,1242,71,124,Brandenburg Concertos,,82.0,126.0,120.0
2307,1242,98,-127,brandenberg,,102.0,126.0,-130.0
2308,1242,64,126,brandenburg concerti,,98.0,126.0,130.0
2309,1243,9,27,dvorak,,83.0,27.0,30.0
2311,1245,30,84,Meyerbeer,,86.0,78.0,80.0
2312,1245,30,71,Meyerbeer,,86.0,78.0,70.0
2313,5669,73,102,Zola,,92.0,109.0,100.0
2314,5669,3,104,zola,,85.0,109.0,100.0
2315,5669,27,-107,balzac,,100.0,109.0,-110.0
2316,5669,128,121,Zola,,98.0,109.0,120.0
2318,1250,51,126,bartok,,89.0,67.0,130.0
2319,1250,30,35,Bartok,,86.0,67.0,40.0
2320,1250,30,20,Bartok,,86.0,67.0,20.0
2321,1250,3,88,bartok,,85.0,67.0,90.0
2322,1257,71,46,Einstein on the Beach,,82.0,76.0,50.0
2323,1257,30,105,Einstein on the Beach,,86.0,76.0,110.0
2325,1258,23,-37,milhaud,,58.0,85.0,-40.0
2326,1258,52,-27,honegger,,34.0,85.0,-30.0
2327,1258,25,-33,Milhaud,,67.0,85.0,-30.0
2328,1258,12,126,respighi,,85.0,85.0,130.0
2329,1258,62,125,repighi,,84.0,85.0,130.0
2330,1258,151,92,resphigi,,90.0,85.0,90.0
2332,1258,29,-126,Trevi,,105.0,85.0,-130.0
2333,1258,60,122,respighi,,85.0,85.0,120.0
2334,1258,119,126,respighi,,93.0,85.0,130.0
2335,1258,9,31,resphigi,,83.0,85.0,30.0
2336,1258,3,99,respighi,,85.0,85.0,100.0
2337,1258,30,90,Respighi,,86.0,85.0,90.0
2339,1258,42,25,respighi,,81.0,85.0,30.0
2340,1258,15,126,resphigi,,94.0,85.0,130.0
2341,1260,54,114,ravel,,93.0,97.0,110.0
2342,1260,52,38,ravel,,34.0,97.0,40.0
2343,1260,151,111,ravel,,90.0,97.0,110.0
2344,1260,0,84,ravel,,80.0,97.0,80.0
2346,1260,114,78,ravel,,86.0,97.0,80.0
2347,1260,116,92,ravel,,84.0,97.0,90.0
2348,1260,47,119,ravel,,100.0,97.0,120.0
2349,1260,35,117,ravel,,100.0,97.0,120.0
2350,1260,123,128,ravel,,101.0,97.0,130.0
2351,1260,9,60,ravel,,83.0,97.0,60.0
2353,1260,12,128,ravel,,85.0,97.0,130.0
2354,1263,18,68,grieg,,91.0,96.0,70.0
2355,1263,25,-44,Kodaly,,67.0,96.0,-40.0
2356,1263,12,-73,greig,,85.0,96.0,-70.0
2357,1263,62,129,grieg,,84.0,96.0,130.0
2358,1263,151,72,grieg,,90.0,96.0,70.0
2360,1263,60,117,grieg,,85.0,96.0,120.0
2361,1263,89,122,grieg,,100.0,96.0,120.0
2362,1263,3,79,grieg,,85.0,96.0,80.0
2363,1263,64,131,grieg,,98.0,96.0,130.0
2364,1263,9,71,grieg,,83.0,96.0,70.0
2365,1263,30,53,Grieg,,86.0,96.0,50.0
2367,1263,122,127,grieg,,89.0,96.0,130.0
2368,1263,123,139,grieg,,101.0,96.0,140.0
2369,1263,152,79,grieg,,91.0,96.0,80.0
2370,1263,124,131,grieg,,108.0,96.0,130.0
2371,1267,54,111,bartok,,93.0,112.0,110.0
2372,1267,9,81,bartok,,83.0,112.0,80.0
2374,1267,62,102,bartok,,84.0,112.0,100.0
2375,1267,152,141,bartok,,91.0,112.0,140.0
2376,1267,17,126,Bartok,,91.0,112.0,130.0
2377,1267,31,112,bartok,,98.0,112.0,110.0
2378,1268,9,133,goldberg variations,,83.0,133.0,130.0
2379,1271,9,-82,schumann,,83.0,87.0,-80.0
2381,1271,51,125,smetana,,89.0,87.0,130.0
2382,1271,9,54,smetana,,83.0,87.0,50.0
2383,1272,30,14,flute,,86.0,14.0,10.0
2384,1279,51,111,ravel,,89.0,99.0,110.0
2385,1279,25,46,ravel,,67.0,99.0,50.0
2386,1279,29,120,Ravel,,105.0,99.0,120.0
2388,1279,119,107,ravel,,93.0,99.0,110.0
2389,1279,1,-119,offenbach,,97.0,99.0,-120.0
2390,1279,4,120,ravel,,103.0,99.0,120.0
2391,1279,122,107,ravel,,89.0,99.0,110.0
2392,1279,17,62,ravel,,91.0,99.0,60.0
2393,1280,25,28,tosca,,67.0,85.0,30.0
2395,1280,151,-120,mimi,,90.0,85.0,-120.0
2396,1280,29,-120,Madame Butterfly,,105.0,85.0,-120.0
2397,1280,60,116,tosca,,85.0,85.0,120.0
2398,1280,12,-120,madama butterfly,,85.0,85.0,-120.0
2399,1280,114,-69,fidelio,,86.0,85.0,-70.0
2400,1280,30,56,Tosca,,86.0,85.0,60.0
2402,1280,130,50,tosca,,91.0,85.0,50.0
2403,1288,9,-76,gentelleshi,,83.0,75.0,-80.0
2404,1288,18,72,ghiberti,,91.0,75.0,70.0
2405,1288,71,-66,Michelangelo,,82.0,75.0,-70.0
2406,1288,19,-80,giotto,,104.0,75.0,-80.0
2407,1288,64,81,ghiberti,,98.0,75.0,80.0
2409,1294,22,66,brancusi,,66.0,87.0,70.0
2410,1294,72,96,Brancusi,,103.0,87.0,100.0
2411,1294,47,51,Brancusi,,100.0,87.0,50.0
2412,1294,9,96,brancusi,,83.0,87.0,100.0
2413,1294,27,-96,boscioni,,100.0,87.0,-100.0
2414,1294,113,-96,Bancusj,,88.0,87.0,-100.0
2416,1294,31,-96,ceausescu,,98.0,87.0,-100.0
2417,1294,42,96,brancusi,,81.0,87.0,100.0
2418,120365,18,104,albania,,91.0,110.0,100.0
2419,120365,21,106,Albania,,81.0,110.0,110.0
2420,120365,62,145,albania,,84.0,110.0,150.0
2421,120365,0,61,albania,,80.0,110.0,60.0
2423,120365,42,-37,oops,,81.0,110.0,-40.0
2424,120365,242,140,albania,,85.0,110.0,140.0
2425,120365,50,-145,Macedon,,100.0,110.0,-150.0
2426,120365,112,145,albania,,76.0,110.0,150.0
2427,1311,9,54,saarinen,,83.0,68.0,50.0
2428,1311,27,82,saarinen,,100.0,68.0,80.0
2430,1322,28,-60,parthenon,,80.0,55.0,-60.0
2431,1322,51,85,hagia sofia,,89.0,55.0,90.0
2432,1322,42,86,hagia sofia,,81.0,55.0,90.0
2433,1322,43,-26,pantheon,,92.0,55.0,-30.0
2434,1322,43,16,hagia sophia,,92.0,55.0,20.0
2435,1324,30,39,Isenheim Altarpiece,,86.0,62.0,40.0
2437,1324,9,89,Isenheim,,83.0,62.0,90.0
2438,1324,24,-87,ghent altarpiece,,85.0,62.0,-90.0
2439,1324,33,-31,Ghent Altarpiece,,78.0,62.0,-30.0
2440,1328,19,-101,bronzino,,104.0,94.0,-100.0
2441,1328,28,-101,fra lippo lippi,,80.0,94.0,-100.0
2442,1328,20,-73,michelangelo,,95.0,94.0,-70.0
2444,1328,47,-101,donatello,,100.0,94.0,-100.0
2445,1343,52,37,johnson,,34.0,50.0,40.0
2446,1343,9,80,johnson,,83.0,50.0,80.0
2447,1343,9,42,johnson,,83.0,50.0,40.0
2448,1343,42,-42,sullivan,,81.0,50.0,-40.0
2449,1348,19,100,praxiteles,,104.0,89.0,100.0
2451,1348,9,57,praxiteles,,83.0,89.0,60.0
2452,1348,24,100,praxiteles,,85.0,89.0,100.0
2453,1348,3,100,praxiteles,,85.0,89.0,100.0
2454,1350,9,97,isenheim Altarpiece,,83.0,77.0,100.0
2455,1350,10,-57,ghent altarpiece,,81.0,77.0,-60.0
2456,1357,182,45, aida,,96.0,52.0,50.0
2458,1357,52,17,aida,,34.0,52.0,20.0
2459,1357,9,74,aida,,83.0,52.0,70.0
2460,1357,71,70,Aida,,82.0,52.0,70.0
2461,1375,33,78,Johnson,,78.0,78.0,80.0
2462,1379,52,20,ghiberti,,34.0,64.0,20.0
2463,1379,19,-108,bronzino,,104.0,64.0,-110.0
2465,11154,28,73,mali,,80.0,72.0,70.0
2466,11154,20,66,mali,,95.0,72.0,70.0
2467,11154,1,73,mali,,97.0,72.0,70.0
2468,11154,128,73,Mali,,98.0,72.0,70.0
2469,11154,128,73,Mali,,98.0,72.0,70.0
2470,1392,30,-68,Donatello,,86.0,91.0,-70.0
2472,1392,73,-132,Giotto,,92.0,91.0,-130.0
2473,1392,71,-69,donatello,,82.0,91.0,-70.0
2474,1392,71,37,Verocchio,,82.0,91.0,40.0
2475,1392,10,-132,argh,,81.0,91.0,-130.0
2476,1392,3,-121,cimabue,,85.0,91.0,-120.0
2477,1392,33,-76,Donatello,,78.0,91.0,-80.0
2479,1395,23,-42,lions,,58.0,66.0,-40.0
2480,1395,14,92,Horse,,84.0,66.0,90.0
2481,1395,62,-61,monkeys,,84.0,66.0,-60.0
2482,1395,64,69,horse,,98.0,66.0,70.0
2483,1400,21,89,Lange,,81.0,100.0,90.0
2484,1400,13,86,lange,,86.0,100.0,90.0
2486,1400,89,102,dorothea lange,,100.0,100.0,100.0
2487,1400,70,108,lange,,101.0,100.0,110.0
2488,1400,37,-130,arbus,,108.0,100.0,-130.0
2489,1400,4,-132,o'keefe,,103.0,100.0,-130.0
2490,1400,5,123,lang,,100.0,100.0,120.0
2491,1400,98,117,lange,,102.0,100.0,120.0
2493,1400,63,87,dorothea lange,,98.0,100.0,90.0
2494,1400,6,-28,stieglitz,,66.0,100.0,-30.0
2495,1400,39,-129,Dorothy Adams,,105.0,100.0,-130.0
2496,1400,102,74,lange,,83.0,100.0,70.0
2497,1402,24,34,brancusi,,85.0,71.0,30.0
2498,1402,25,34,Brancusi,,67.0,71.0,30.0
2500,1402,26,-63,duchamp,,94.0,71.0,-60.0
2501,1402,122,87,brancusi,,89.0,71.0,90.0
2502,1402,76,-119,Rodin,,92.0,71.0,-120.0
2503,1402,31,91,brancusi,,98.0,71.0,90.0
2504,1406,73,66,Bernini,,92.0,78.0,70.0
2505,1406,24,91,bernini,,85.0,78.0,90.0
2507,1406,64,93,bernini,,98.0,78.0,90.0
2508,1406,47,63,bernini,,100.0,78.0,60.0
2509,1407,19,47,brancusi,,104.0,55.0,50.0
2510,1407,53,-109,Calais,,104.0,55.0,-110.0
2511,1407,28,-11,njinsky,,80.0,55.0,-10.0
2512,1407,0,52,brancusi,,80.0,55.0,50.0
2514,1413,42,-16,brancusi,,81.0,37.0,-20.0
2515,1413,1,48,saarinen,,97.0,37.0,50.0
2516,1413,3,-46,gehry,,85.0,37.0,-50.0
2517,1414,43,109,donatello,,92.0,96.0,110.0
2518,1414,33,83,Donatello,,78.0,96.0,80.0
2519,1416,51,75,duchamp,,89.0,55.0,80.0
2521,1416,12,105,duchamp,,85.0,55.0,110.0
2522,1416,71,16,DuChamp,,82.0,55.0,20.0
2523,1416,64,68,duchamp,,98.0,55.0,70.0
2524,1416,3,18,duchamp,,85.0,55.0,20.0
2525,1416,46,46,duchamp,,69.0,55.0,50.0
2526,1417,60,44,le corbusier,,85.0,44.0,40.0
2528,1428,24,89,piano,,85.0,92.0,90.0
2529,1428,25,-42,Eiffel,,67.0,92.0,-40.0
2530,1428,11,77,piano,,89.0,92.0,80.0
2531,1428,29,-130,Verdi,,105.0,92.0,-130.0
2532,1428,60,120,piano,,85.0,92.0,120.0
2533,1428,115,-96,gehry,,99.0,92.0,-100.0
2535,1432,10,57,le corbusier,,81.0,57.0,60.0
2536,1433,14,-76,Gehry,,84.0,94.0,-80.0
2537,1433,62,122,saarinen,,84.0,94.0,120.0
2538,1433,20,83,saarinen,,95.0,94.0,80.0
2539,1436,9,87,donnatello,,83.0,87.0,90.0
2540,1439,24,-98,blue mosque,,85.0,99.0,-100.0
2542,1439,42,100,hagia sophia,,81.0,99.0,100.0
2543,1444,20,100,praxiteles,,95.0,82.0,100.0
2544,1444,9,72,praxiteles,,83.0,82.0,70.0
2545,1444,17,-75,Phidias,,91.0,82.0,-80.0
2546,1455,23,-128,cellini,,58.0,140.0,-130.0
2547,1455,60,-152,donatello,,85.0,140.0,-150.0
2549,1463,113,106,Tartuffe,,88.0,106.0,110.0
2550,1481,9,-87,hamilton,,83.0,70.0,-90.0
2551,1481,24,87,clay,,85.0,70.0,90.0
2552,1481,14,87,Clay,,84.0,70.0,90.0
2553,1481,71,15,Clay,,82.0,70.0,20.0
2554,1481,62,69,clay,,84.0,70.0,70.0
2556,1481,1,57,clay,,97.0,70.0,60.0
2557,1481,31,87,clay,,98.0,70.0,90.0
2558,1482,9,59,Shiloh,,83.0,59.0,60.0
2559,1504,54,41,wilmot proviso,,93.0,43.0,40.0
2560,1504,18,45,wilmot proviso,,91.0,43.0,50.0
2561,1515,9,-125,charleston,,83.0,125.0,-130.0
2563,1516,20,-85,cleveland,,95.0,105.0,-90.0
2564,1516,14,-114,Hayes,,84.0,105.0,-110.0
2565,1516,73,101,Benjamin Harrison,,92.0,105.0,100.0
2566,1516,98,114,benjamin harrison,,102.0,105.0,110.0
2567,1516,243,110,harrison,,76.0,105.0,110.0
2568,1522,20,99,whiskey rebellion,,95.0,99.0,100.0
2570,1526,20,85,king philip's war,,95.0,47.0,90.0
2571,1526,28,22,metacomet's war,,80.0,47.0,20.0
2572,1526,33,-61,Aroostook War,,78.0,47.0,-60.0
2573,1526,62,28,king phillip's war,,84.0,47.0,30.0
2574,1526,60,39,king philips war,,85.0,47.0,40.0
2575,1526,53,96,king philips war,,104.0,47.0,100.0
2577,1526,111,-6,Spanish-American War,,91.0,47.0,-10.0
2578,1526,42,44,king phillip's war,,81.0,47.0,40.0
2579,1526,243,-58,king shit's war,,76.0,47.0,-60.0
2580,1526,31,30,king philip's war,,98.0,47.0,30.0
2581,1532,113,63,Main Street,,88.0,62.0,60.0
2582,1532,73,60,Main Street,,92.0,62.0,60.0
2584,5718,14,-103,mueller,,84.0,85.0,-100.0
2585,5718,33,66,undset,,78.0,85.0,70.0
2586,1574,113,50,Tecumseh,,88.0,49.0,50.0
2587,1574,24,39,tecumseh,,85.0,49.0,40.0
2588,1574,9,72,tecumseh,,83.0,49.0,70.0
2589,1574,9,33,Tecumseh,,83.0,49.0,30.0
2591,1575,51,82,marion,,89.0,80.0,80.0
2592,1575,42,78,francis marion,,81.0,80.0,80.0
2593,1586,51,-20,zanzibar war,,89.0,58.0,-20.0
2594,1586,14,-65,Saratoga,,84.0,58.0,-70.0
2595,1586,24,59,trenton,,85.0,58.0,60.0
2596,1586,20,62,trenton,,95.0,58.0,60.0
2598,1586,164,-74,delaware,,93.0,58.0,-70.0
2599,1586,60,49,trenton,,85.0,58.0,50.0
2600,1586,12,-54,princeton,,85.0,58.0,-50.0
2601,1586,46,-74,valley forge,,69.0,58.0,-70.0
2602,1586,243,59,trenton,,76.0,58.0,60.0
2603,1586,35,60,trenton,,100.0,58.0,60.0
2605,1598,18,67,lincoln,,91.0,84.0,70.0
2606,1598,26,107,lincoln,,94.0,84.0,110.0
2607,1598,60,98,lincoln,,85.0,84.0,100.0
2608,1598,73,107,Abraham Lincoln,,92.0,84.0,110.0
2609,1598,42,102,lincoln,,81.0,84.0,100.0
2610,1598,122,22,lincoln,,89.0,84.0,20.0
2612,1621,164,-77,buchanan,,93.0,72.0,-80.0
2613,1621,9,-77,buchanan,,83.0,72.0,-80.0
2614,1621,70,76,pierce,,101.0,72.0,80.0
2615,1621,28,-66,polk,,80.0,72.0,-70.0
2616,1621,11,62,pierce,,89.0,72.0,60.0
2617,1621,0,-72,fillmore,,80.0,72.0,-70.0
2619,1621,37,-65,buchanan,,108.0,72.0,-70.0
2620,1621,3,-68,buchanan,,85.0,72.0,-70.0
2621,1621,122,-77,buchanon,,89.0,72.0,-80.0
2622,1621,66,-77,Buchanan,,105.0,72.0,-80.0
2623,1626,113,-78,Shay's,,88.0,70.0,-80.0
2624,1626,14,-72,Shays,,84.0,70.0,-70.0
2626,1626,62,-61,bacon's rebellion,,84.0,70.0,-60.0
2627,1626,43,-78,shay's rebellion,,92.0,70.0,-80.0
2628,1626,243,61,dor's rebellion,,76.0,70.0,60.0
2629,1640,18,-68,davis,,91.0,80.0,-70.0
2630,1640,60,85,cass,,85.0,80.0,90.0
2631,1640,93,86,cass,,64.0,80.0,90.0
2633,1652,164,71,tammany hall,,93.0,60.0,70.0
2634,1652,26,66,tamany hall,,94.0,60.0,70.0
2635,1652,116,34,tammany hall,,84.0,60.0,30.0
2636,1652,2,71,tammany hall,,99.0,60.0,70.0
2637,1652,4,69,tammany hall,,103.0,60.0,70.0
2638,1652,15,71,tammany hall,,94.0,60.0,70.0
2640,1652,7,36,Tammany Hall,,97.0,60.0,40.0
2641,1652,101,65,tammany hall,,84.0,60.0,70.0
2642,1655,20,72,haymarket square riot,,95.0,72.0,70.0
2643,1670,3,-43,interstate commerce,,85.0,43.0,-40.0
2644,1673,113,90,Shiloh,,88.0,93.0,90.0
2645,1673,42,96,shiloh,,81.0,93.0,100.0
2647,1674,30,91,Tecumseh,,86.0,55.0,90.0
2648,1674,51,67,tecumseh,,89.0,55.0,70.0
2649,1674,73,-20,Metacomet,,92.0,55.0,-20.0
2650,1674,71,65,Tecumseh,,82.0,55.0,70.0
2651,1674,28,32,tecumseh,,80.0,55.0,30.0
2652,1674,42,54,tecumseh,,81.0,55.0,50.0
2654,1683,52,27,peirce,,34.0,65.0,30.0
2655,1683,244,-84,fillmore,,60.0,65.0,-80.0
2656,1683,59,-58,benjamin harrison,,92.0,65.0,-60.0
2657,1683,129,-64,grant,,102.0,65.0,-60.0
2658,1683,2,-81,polk,,99.0,65.0,-80.0
2659,1683,245,-58,Roosevelt,,90.0,65.0,-60.0
2661,1683,98,84,peirce,,102.0,65.0,80.0
2662,1683,16,-63,taylor,,77.0,65.0,-60.0
2663,1688,246,1,haymarket square riot,,3.0,69.0,0.0
2664,1688,30,95,Haymarket Square riot,,86.0,69.0,100.0
2665,1688,113,112,Haymarket Square Riot,,88.0,69.0,110.0
2666,1693,3,-100,arthur,,85.0,100.0,-100.0
2668,6603,71,-86,The Glass Bead,,82.0,78.0,-90.0
2669,6603,24,78,magister ludi,,85.0,78.0,80.0
2670,6603,47,102,the glass bead game,,100.0,78.0,100.0
2671,6603,3,45,glass bead game,,85.0,78.0,50.0
2672,100003,3,55,soccer war,,85.0,55.0,60.0
2673,1719,30,81,Marion,,86.0,81.0,80.0
2675,1722,3,67,greeley,,85.0,67.0,70.0
2676,1735,30,92,Whiskey Rebellion,,86.0,73.0,90.0
2677,1735,54,101,whiskey rebellion,,93.0,73.0,100.0
