id,question,user,position,answer
4280,101515,298,-139.0,school for scandal
4281,101515,98,139.0,Misanthrope
4282,101515,166,139.0,the misanthrope
4283,101515,84,114.0,the misanthrope
4285,101515,155,139.0,the misanthrope
4286,101515,87,139.0,the misanthrope
4287,101520,54,-132.0,morrison
4288,101520,11,128.0,gordimer
4289,101520,37,132.0,nadine gordimer
4290,3217,18,59.0,peace of westphailia
4292,3217,71,90.0,Peace of Westphalia
4293,3217,3,-60.0,utrecht
4294,3221,113,76.0,Hanseatic League
4295,3221,10,81.0,hanseatic league
4296,3222,23,-35.0,roland
4297,3222,1,83.0,charlemagne
4299,3235,24,-89.0,cesare borgia
4300,3235,42,-86.0,savaronola
4301,3235,3,104.0,savanarola
4302,101541,27,174.0,frost
4303,101543,18,137.0,rimbaud
4304,3240,113,122.0,Battle of the Boyne
4306,3240,19,-122.0,bannockburn
4307,3240,24,122.0,boyne
4308,101551,20,127.0,proust
4309,101551,24,105.0,proust
4310,101551,98,127.0,proust
4311,101556,0,149.0,adam bede
4313,3254,43,103.0,night of the long knives
4314,101559,53,-136.0,kjk
4315,101559,0,-118.0,lagrandsatter
4316,101569,21,131.0,Heart is a Lonely Hunter
4317,101569,55,-85.0,death of a salesman
4318,101569,71,131.0,The Heart is a Lonely Hunter
4320,101569,63,105.0,The Heart is a Lonely Hunter
4321,101569,62,-30.0,a clockwork orange
4322,101569,112,131.0,heart is a lonely hunter
4323,101569,46,-98.0,handful of dust
4324,101569,47,-31.0,A Clockwork Orange
4325,101569,98,-90.0,death of a salesman
4327,101569,65,131.0,the heart is a lonely hunter
4328,101569,50,-22.0,brave new world
4329,3266,30,144.0,Capet
4330,3266,18,144.0,hugh capet
4331,3266,9,144.0,capet
4332,3266,28,144.0,hugh capet
4334,111404,28,155.0,chapman
4335,111404,20,155.0,chapman
4336,111404,10,155.0,chapman
4337,111404,3,102.0,chapman
4338,111404,46,-144.0,dryden
4339,101576,88,153.0,portrait of a lady
4341,101577,52,80.0,tom jones
4342,101577,129,-143.0,idk
4343,101577,0,132.0,tom jones
4344,101577,147,141.0,Tom Jones
4345,101577,126,135.0,Tom Jones
4346,101577,112,132.0,tom jones
4348,101577,4,119.0,tom jones
4349,101578,18,112.0,agee
4350,101578,3,71.0,agee
4351,101578,64,-95.0,sandburg
4352,3278,73,109.0,Otto I
4353,3278,9,120.0,otto i
4355,101588,20,144.0,mcteague
4356,101589,9,130.0,emma
4357,101589,73,-83.0,Jane Eyre
4358,101589,71,-108.0,Sense and Sensibility 
4359,101589,10,105.0,emma
4360,101589,64,31.0,emma
4362,101589,42,111.0,emma
4363,101589,27,135.0,emma
4364,101589,88,122.0,emma
4365,3289,30,126.0,War of the Austrian Succession
4366,101594,64,104.0,raisin in the sun
4367,101605,73,165.0,The Trial
4369,3302,182,-119.0, michael collins
4370,3302,10,115.0,parnell
4371,3302,42,109.0,parnell
4372,101612,9,133.0,shakespeare
4373,101613,42,90.0,jamaica
4374,3311,20,-124.0,culloden
4376,3315,89,-121.0,boyne
4377,3315,43,-121.0,glencoe
4378,3315,27,-95.0,fields
4379,3315,50,-121.0,H
4380,3315,128,-121.0,Bosworth Field
4381,3315,130,119.0,bannockburn
4383,101629,3,132.0,amado
4384,101636,72,-89.0,Grey
4385,101636,62,-77.0,wordsworth
4386,101636,91,70.0,milton
4387,101636,2,119.0,Milton
4388,101636,75,131.0,milton
4390,101636,191,131.0,Milton
4391,101636,101,-85.0,lincoln
4392,101642,19,-155.0,browning
4393,101642,73,148.0,marvell
4394,101642,33,98.0,Marvell
4395,101642,91,155.0,marvell
4397,101642,47,155.0,Browning
4398,101642,63,155.0,marvell
4399,101642,31,-155.0,d h lawrence
4400,101644,33,-91.0,Norway
4401,101644,26,-158.0,United Kingdom
4402,101644,11,158.0,denmark
4404,101644,129,-158.0,nigeria
4405,101644,3,158.0,denmark
4406,101644,130,-158.0,sweden
4407,101645,54,145.0,borges
4408,101645,2,158.0,borges
4409,101645,46,145.0,borges
4411,3345,22,50.0,prague spring
4412,3345,14,70.0,Prague Spring
4413,3345,20,95.0,prague spring
4414,3345,24,47.0,prague spring
4415,3345,29,114.0,Prague Spring
4416,3349,18,64.0,hanseatic league
4418,3349,14,43.0,Hanseatic League
4419,3349,73,78.0,Hanseatic league
4420,3349,33,29.0,Hanseatic League
4421,3349,71,40.0,Hanseatic League 
4422,3349,47,99.0,henzeatic league
4423,3356,14,-136.0,Charles Martel
4425,101663,30,-102.0,Tennyson
4426,101663,9,-150.0,sasoon
4427,101663,19,-150.0,owen
4428,101663,28,123.0,brooke
4429,101663,14,-146.0,Owen
4430,101663,71,-99.0,Walt Whitman
4432,3379,19,-107.0,matthias corvinus
4433,3379,71,-95.0,Imre Nagy
4434,3396,113,-126.0,Fronde
4435,3396,23,-56.0,fronde
4436,3396,248,-112.0,fronde
4437,3396,24,126.0,jacquerie
4439,101703,62,98.0,catch 22
4440,101703,242,123.0,catch-22
4441,3408,113,68.0,Romania
4442,3408,54,103.0,romania
4443,3408,14,70.0,romania
4444,3408,24,-71.0,croatia
4446,3408,29,47.0,Romania
4447,3408,60,67.0,romania
4448,3408,10,-70.0,hungary
4449,3408,46,-124.0,hungary
4450,3408,247,124.0,romania
4451,3408,243,-65.0,lithuania
4453,3410,98,95.0,savanarola
4454,3410,243,-88.0,calvin
4455,3412,243,-20.0,hastings
4456,3417,19,98.0,hungary
4457,3417,18,75.0,hungary
4458,3417,113,64.0,Hungary
4460,3417,33,48.0,hungary
4461,3417,10,65.0,hungary
4462,3417,59,102.0,Hungary
4463,3417,129,103.0,hungry
4464,3417,1,95.0,hungary
4465,3417,64,-94.0, bulgaria
4467,3417,39,98.0,Hungary
4468,3417,112,47.0,hungary
4469,3418,51,-111.0,peel
4470,3418,18,70.0,palmerston
4471,3418,44,111.0,palmerston
4472,3418,14,-75.0,Blackstone
4474,3418,10,-54.0,disraeli
4475,3418,242,-72.0,palmer
4476,3418,122,-89.0,disreali
4477,3418,128,-111.0,Disraeli
4478,3419,74,60.0, Edict of Nantes
4479,3419,51,53.0,edict of nantes
4481,3419,12,51.0,Edict of Nantes
4482,3419,101,58.0,edict of nantes
4483,3419,22,47.0,edict of nantes
4484,3419,145,86.0,edict of nantes
4485,3419,35,86.0,edict of nantes
4486,3419,119,74.0,edict of nantes
4488,3419,231,60.0,nantes
4489,3419,60,58.0,edict of nantes
4490,3419,184,86.0,edict of nantes
4491,3419,244,61.0,Nantes
4492,3419,29,65.0,Edict of Nantes
4493,3419,199,62.0,edict of nantes
4495,3419,100,67.0,edict of nantes
4496,3419,64,67.0,Edict of Nantes
4497,3419,207,49.0,nantes
4498,3419,144,60.0,edict of nantes
4499,3419,253,86.0,Nantes
4500,3419,82,86.0,Edict of Nantes
4502,3419,185,85.0,edict of nantes
4503,3419,157,-43.0,treaty of utrecht
4504,3419,138,67.0,edict of nantes 
4505,3419,168,-81.0,edict of milan
4506,3419,67,-65.0,treaty of nantes
4507,3419,240,-59.0,nice
4509,3419,299,86.0,Edict of nantes
4510,3419,40,61.0,edict of nantes
4511,3419,176,54.0,Edict of Nantes
4512,3419,86,59.0,Nantes
4513,3419,300,86.0,nantes
4514,3419,197,86.0,edict of nantes
4516,3419,177,62.0,edict of nantes
4517,3419,163,48.0,Edict of Nantes
4518,3420,60,74.0,hanseatic league
4519,3424,54,-109.0,stamford bridge
4520,3424,248,107.0,bannockburn
4521,3424,24,109.0,bannockburn
4523,3424,71,-97.0,Stirling Bridge
4524,3424,60,109.0,bannockburn
4525,3424,11,109.0,bannockburn
4526,3424,98,109.0,bonnackburn
4527,3424,72,-52.0,Alesia
4528,3436,9,-112.0,william the conqueror
4530,3446,113,-135.0,Henry IV
4531,3446,211,-136.0,valet
4532,3446,51,136.0,hugh capet
4533,3446,276,-105.0,william the conqueror
4534,3446,23,-34.0,louis the fat
4535,3446,143,136.0,capet
4537,3446,248,49.0,hugh capet
4538,3446,232,-111.0,louis 14
4539,3446,34,-37.0,louis i
4540,3446,14,136.0,hugh capet
4541,3446,301,-56.0,Charlemagne
4542,3446,43,-136.0,clovis
4544,3446,53,-136.0,Louis
4545,3446,237,-136.0,Louis I
4546,3446,172,135.0,capet
4547,3446,302,-136.0,valois
4548,3446,10,136.0,capet
4549,3446,111,-136.0,bourbon
4551,3446,303,-136.0,hapsburg
4552,3446,243,-136.0,Charles the Bold
4553,3446,124,-117.0,William the Conqueror
4554,3446,127,136.0,hugh capet
4555,3446,50,136.0,Capet
4556,3446,188,-45.0,uther pendragon
4558,3450,248,19.0,cyprus
4559,3450,9,126.0,cyprus
4560,3450,14,126.0,cyprus
4561,3450,24,-119.0,malta
4562,3450,20,126.0,cyprus
4563,3450,33,124.0,Cyprus
4565,3450,11,-125.0,crete
4566,3450,10,126.0,cyprus
4567,3450,9,126.0,Cyprus
4568,101757,20,135.0,day of the locust
4569,3461,19,118.0,charles v
4570,3461,13,64.0,charles v
4572,3461,70,105.0,charles V
4573,3461,60,-74.0,phillip ii
4574,3461,112,99.0,charles V
4575,3461,7,93.0,Charles V
4576,3461,119,118.0,charles v
4577,3461,80,57.0,charles v
4579,3461,3,113.0,charles v
4580,3461,243,89.0,Charles V
4581,3461,115,118.0,charles v
4582,3461,168,118.0,charles iv
4583,3461,121,118.0,charles v
4584,3475,23,55.0,henry vii
4586,3476,113,55.0,Mark Antony
4587,3476,52,67.0,marc antony
4588,3476,28,56.0,antony
4589,3476,62,-76.0,caesar
4590,3476,60,113.0,marc antony
4591,3476,29,106.0,Antony
4593,3484,113,42.0,Poland
4594,3484,19,-61.0,sweden
4595,3484,243,49.0,poland
4596,3494,113,84.0,Sicily
4597,3494,71,61.0,Sicily
4598,3494,98,118.0,sicily
4600,3494,47,118.0,sicily
4601,3494,14,90.0,Sicily
4602,3494,122,98.0,sicily
4603,3501,30,-119.0,Council of Trent
4604,3501,14,-99.0,Diet of Wurms
4605,3501,47,-119.0,council of trent
4607,3501,243,-70.0,Trent
4608,3502,51,121.0,alexander I
4609,3502,22,81.0,alexander ii
4610,3502,14,137.0,alexander ii
4611,3502,70,121.0,alexander II
4612,3502,60,116.0,alexander ii
4614,3502,47,110.0,alexander II
4615,3502,27,-139.0,Nicholas II
4616,3502,49,132.0,Alexander III
4617,3503,113,88.0,Treaty of Brest-Litovsk
4618,3503,248,80.0,brest-litovsk
4619,3503,23,-36.0,nystad
4621,3503,71,61.0,Brest Litvosk
4622,3503,60,-85.0,nystad
4623,3503,42,98.0,brest-litovsk
4624,3503,43,102.0,treaty of brest-litovsk
4625,3503,243,99.0,brest-litovsk
4626,3503,128,102.0,Brest-Litvosk
4628,3506,113,119.0,Parnell
4629,3506,248,-69.0,clark
4630,3506,23,105.0,Parnell
4631,3514,30,101.0,Bismarck
4632,3516,248,105.0,trent
4633,3516,24,117.0,trent
4635,3516,42,85.0,trent
4636,3516,1,109.0,trent
4637,3518,113,64.0,Palmerston
4638,3518,21,-36.0,Disraeli
4639,3518,73,-117.0,Disraeli
4640,3518,53,-117.0,North
4642,3518,0,58.0,palmerston
4643,3518,70,-117.0,disraeli
4644,3518,89,-117.0,gladston
4645,3518,91,21.0,palmerston
4646,3518,98,-117.0,disraeli
4647,3518,42,-117.0,peel
4649,101826,20,85.0,glass
4650,3523,113,177.0,Louis the Spider King
4651,3523,248,60.0,louis xi
4652,3523,9,-70.0,henry ii
4653,3523,30,-177.0,the Spider King
4654,3523,28,163.0,louis xi
4656,3523,0,65.0,louis xi
4657,3523,89,-177.0,the spider
4658,3523,243,155.0,Louis XI
4659,3527,113,109.0,Portugal
4660,3527,24,106.0,portugal
4661,3527,60,98.0,portugal
4663,3529,113,80.0,zollverein
4664,3529,248,-91.0,continental system
4665,3529,9,-113.0,munich
4666,3529,20,-113.0,european coal and steel
4667,3529,33,-59.0,EEC
4668,3529,42,-81.0,germany
4670,3535,23,95.0,agincourt
4671,3535,73,122.0,Battle of Agincourt
4672,3535,33,95.0,Agincourt
4673,3535,128,-122.0,Hastings
4674,101848,51,-30.0,general relativity
4675,101848,88,78.0,dark matter
4677,101848,122,50.0,dark matter
4678,101848,31,71.0,dark matter
4679,101849,9,70.0,hart crane
4680,101849,14,-70.0,Plath
4681,101849,93,-47.0,burns
4682,3549,22,167.0,denmark
4684,3549,24,60.0,denmark
4685,3549,14,168.0,denmark
4686,3549,29,169.0,Denmark
4687,3549,60,-115.0,norway
4688,3549,1,64.0,denmark
4689,3549,243,161.0,denmark
4691,3549,72,142.0,Denmark
4692,3549,128,169.0,Denmark
4693,3550,73,128.0,Kossuth
4694,3551,51,-138.0,serbia
4695,3551,22,80.0,albania
4696,3551,248,47.0,albania
4698,3551,1,134.0,albania
4699,3551,2,-135.0,eritrea
4700,3551,35,-156.0,armenia
4701,3551,47,-138.0,Ethiopia
4702,3551,37,156.0,albania
4703,3551,130,138.0,albania
4705,3551,1,130.0,albania
4706,3551,243,127.0,albania
4707,101856,22,51.0,nozick
4708,101856,23,24.0,nozick
4709,101856,47,57.0,nozick
4710,101856,123,-57.0,russell
4712,3553,60,140.0,georgia
4713,3565,18,163.0,boyne
4714,3565,248,-107.0,b
4715,3565,9,111.0,battle of the boyne
4716,3565,14,-176.0,Culloden Moor
4717,3565,33,150.0,The Battle of the Boyne
4719,3565,10,176.0,boyne
4720,3565,243,-113.0,battle of culloden moor
4721,101886,3,43.0,zollverein
4722,3602,113,108.0,albania
4723,3602,23,46.0,albania
4724,3602,24,52.0,albania
4726,3602,60,58.0,albania
4727,3602,129,65.0,albania
4728,3602,243,-26.0,greece
4729,3602,122,102.0,albania
4730,3602,6,45.0,albania
4731,3602,31,108.0,albania
4733,3602,132,108.0,Albania
4734,3603,14,46.0,Hitler
4735,3603,24,44.0,hitler
4736,3603,62,87.0,hitler
4737,3603,60,91.0,hitler
4738,3603,119,84.0,hitler
4740,3603,42,37.0,hitler
4741,3603,47,92.0,hitler
4742,3603,3,-59.0,nyerere
4743,3605,113,-90.0,Falkirk
4744,3605,19,-106.0,culloden
4745,3605,33,-106.0,Culloden Moor
4747,3605,4,94.0,bannockburn
4748,3605,243,-101.0,stirling bridge
4749,3608,44,121.0,hesse
4750,3608,113,76.0,Hesse
4751,3608,14,41.0,Hesse
4752,3608,22,43.0,hesse
4754,3608,248,48.0,hesse
4755,3608,89,120.0,hesse
4756,3608,129,118.0,hesse
4757,3608,28,46.0,hesse 
4758,3608,70,80.0,hesse
4759,3608,131,104.0,hesse
4761,3608,80,28.0,hesse 
4762,3608,233,60.0,hesse
4763,3608,92,107.0,hesse
4764,3608,107,103.0,Herman Hesse
4765,3608,243,121.0,hesse
4766,3608,242,116.0,hesse
4768,3608,39,78.0,Hesse
4769,3608,43,108.0,hesse
4770,3608,124,117.0,hermann hesse
4771,3608,99,121.0,herman hess
4772,3612,33,83.0,Portugal
4773,3612,43,-93.0,spain
4775,3612,12,111.0,portugal
4776,3617,18,45.0,conrad
4777,3617,112,23.0,conrad
4778,3617,14,65.0,Conrad
4779,3617,16,64.0,conrad
4780,3617,51,114.0,conrad
4782,3617,113,121.0,Conrad
4783,3617,26,59.0,conrad
4784,3617,32,22.0,conrad
4785,3617,119,100.0,conrad
4786,3617,117,106.0,conrad
4787,3617,248,64.0,conrad
4789,3617,94,110.0,Conrad
4790,3617,37,99.0,conrad
4791,3617,118,88.0,conrad
4792,3617,29,119.0,Joseph Conrad
4793,3617,39,101.0,Conrad
4794,3617,253,114.0,Conrad
4796,3617,243,-75.0,steinbeck
4797,3617,157,99.0,conrad
4798,3617,242,89.0,conrad
4799,3617,296,111.0,conrad
4800,3617,297,121.0,conrad
4801,3617,127,115.0,conrad
4803,3617,202,113.0,Conrad
4804,3617,85,95.0,conrad
4805,3622,30,73.0,Charlemagne
4806,3622,19,-91.0,henry ii
4807,3622,24,100.0,charlemagne
4808,3622,64,108.0,charlemagne
4810,101930,122,-34.0,spin
4811,3627,9,37.0,hanseatic League
4812,3627,98,-105.0,hanseatic
4813,3627,1,59.0,hanseatic league
4814,3630,21,-84.0,Shelley
4815,3630,113,128.0,Baudelaire
4817,3630,14,128.0,Baudelaire
4818,3630,6,46.0,baudelaire
4819,3630,72,117.0,baudelaire
4820,3630,180,128.0,Baudelaire
4821,3630,104,91.0,baudelaire
4822,3630,9,74.0,baudelaire
4824,3630,248,95.0,baudelaire
4825,3630,57,128.0,Baudelaire
4826,3630,134,94.0,Baudelaire
4827,3630,35,-128.0,parlezvous
4828,3630,37,128.0,badeulaire
4829,3630,117,128.0,baudelaire
4831,3630,63,-95.0,fool's buzz
4832,3630,80,95.0,baudelaire
4833,3630,5,-96.0,Joyce :(
4834,3630,47,128.0,baudelaire
4835,3630,39,128.0,Baudelaire
4836,3630,243,128.0,baudelaire
4838,3630,48,-93.0,Coleridge
4839,3630,66,-128.0,Moliere
4840,3630,9,94.0,baudelaire
4841,3630,140,-106.0,Coleridge
4842,3630,150,128.0,Baudelaire
4843,3638,20,109.0,constance
4845,3639,113,137.0,Switzerland
4846,3639,248,42.0,switzerland
4847,3639,60,137.0,switzerland
4848,3639,10,-132.0,germany
4849,3639,46,-137.0,germany
4850,3639,243,-75.0,australia
4852,101945,18,68.0,erewhon
4853,101945,62,68.0,erewhon
4854,101945,14,-68.0,The Way of all flesh
4855,101945,20,67.0,erewhon
4856,101945,31,-68.0,eutopia
4857,3644,19,-124.0,velvet revolution
4859,3644,248,69.0,prague spring
4860,3644,53,-124.0,dsgd
4861,3644,0,46.0,prague spring
4862,3644,51,91.0,prague spring
4863,3647,18,98.0,portugal
4864,3647,248,-58.0,el salvador
4866,3647,50,-17.0,hungary
4867,3647,113,80.0,Portugal
4868,3648,113,104.0,Alexander II
4869,3648,248,87.0,alexander ii
4870,3648,24,100.0,alexander ii
4871,3648,13,133.0,alexander i
4873,3648,71,96.0,Alexander II
4874,3648,10,124.0,alexander ii
4875,3648,119,105.0,alexander ii
4876,3648,4,133.0,alexander ii
4877,3648,243,124.0,Alexander II
4878,3648,31,102.0,alexander ii
4880,6070,24,-119.0,herrick
4881,6070,53,123.0,MArvell
4882,6070,11,56.0,marvell
4883,6070,26,135.0,marvell
4884,6070,45,120.0,marvell
4885,6070,129,-136.0,browning
4887,6070,67,136.0,marvell
4888,6070,130,31.0,marvell
4889,6070,112,80.0,marvell
4890,3660,73,-130.0,Philip II
4891,3660,179,134.0,Charles V
4892,3660,55,-138.0,george iii
4894,3660,33,-140.0,Henry II
4895,3660,18,100.0,charles v
4896,3660,129,-127.0,charles ii
4897,3660,19,115.0,charles v
4898,3660,20,-101.0,phillip ii
4899,3660,98,-140.0,charles viii
4901,3660,39,-140.0,Philip II
4902,3660,33,140.0,Charles V
4903,101966,18,64.0,isenheim alterpiece
4904,101966,3,64.0,isenheim altarpiece
4905,11533,23,-24.0,algeria
4906,11533,164,136.0,chile
4908,11533,0,120.0,chile
4909,11533,90,-122.0,colombia
4910,11533,34,-110.0,nicaragua
4911,11533,92,130.0,chile
4912,11533,245,123.0,CHile
4913,11533,122,120.0,chile
4915,11533,142,120.0,chile
4916,3676,113,107.0,Lake Lagoda
4917,3676,21,65.0,Lake Ladoga
4918,3676,44,106.0,ladoga
4919,3676,248,86.0,ladoga
4920,3676,24,-68.0,aral sea
4922,3676,33,72.0,Lake Ladoga
4923,3676,73,-97.0,Lake Baikal
4924,3676,29,-136.0,Baikal
4925,3676,60,92.0,ladoga
4926,3676,60,82.0,ladoga
4927,3676,29,-136.0,Baikal
4929,3676,42,96.0,ladoga
4930,3676,243,-76.0,that lake in northwest russia
4931,3676,42,48.0,ladoga
4932,3676,3,98.0,ladoga
4933,3676,123,-68.0,titicaca
4934,3676,243,64.0,lake ladoga
4936,3677,18,11.0,henry vii
4937,3677,28,139.0,henry vii
4938,3677,73,-139.0,Henry Tudor
4939,3677,71,144.0,Henry VII
4940,3677,64,134.0,henry vii
4941,3677,42,144.0,henry vii
4943,3688,23,92.0,palmerston
4944,3688,22,94.0,palmerston
4945,3688,248,95.0,palmerston
4946,3688,29,-165.0,Margaret Thatcher
4947,3688,11,145.0,palmerston
4948,3688,46,-165.0,north
4950,3690,112,-50.0,louis XIV
4951,3690,55,121.0,henry iv
4952,3690,134,110.0,Henry IV
4953,3690,24,122.0,henry iv
4954,3690,125,-17.0,louis xiv 
4955,3690,13,141.0,henry iv
4957,3690,183,141.0,henry IV
4958,3690,60,-62.0,charles x
4959,3690,63,-101.0,philip the fair
4960,3690,1,-132.0,Louis IX
4961,3690,59,-101.0,charles V
4962,3690,136,100.0,henri iv
4964,3690,29,135.0,Henri IV
4965,3690,137,-54.0,Louis XIV
4966,3690,129,99.0,henry iv
4967,3690,3,92.0,henry iv
4968,3690,119,-136.0,henry of navarre
4969,3690,80,-55.0,louis xiv
4971,3690,304,-141.0,Frenchperson
4972,3690,243,90.0,henry IV
4973,3690,157,-97.0,louis xii
4974,3690,42,53.0,henry IV
4975,3690,175,133.0,Henry iv
4976,3690,196,129.0,henry iv
4978,3690,305,51.0,henry iv
4979,3690,93,46.0,henry iv
4980,3690,108,-141.0,louis X
4981,3690,48,-141.0,Louis XIV
4982,3690,50,-130.0,louis xiii
4983,3690,169,114.0,Henry IV
4985,3690,128,141.0,Henry IV
4986,3690,124,139.0,Henry IV
4987,109842,20,90.0,great northern war
4988,109842,71,-74.0,War of the Polish Succession
4989,109842,62,-113.0,winter war
4990,109842,62,113.0,great northern war
4992,109842,1,86.0,great northern war
4993,109842,3,100.0,great northern war
4994,3697,24,50.0,ethiopia
4995,102003,30,-65.0,Angola
4996,102003,22,45.0,mozambique
4997,102003,28,65.0,mozambique
4999,102003,63,-65.0,angola
5000,102003,142,-65.0,comoros
5001,102003,31,-65.0,angola
5002,102004,42,-49.0,titan
5003,3701,243,11.0,war of the triple alliance
5004,3705,113,-51.0,Hideoyoshi
5006,3705,51,-51.0,hideyoshi
5007,3705,98,-50.0,tokugawa
5008,3705,42,-51.0,oda
5009,3705,33,51.0,Oda Nobunaga
5010,3705,243,-36.0,hideyoshi
5011,102014,18,68.0,ghana
5013,102014,306,62.0,ghana
5014,102014,70,63.0,Ghana
5015,102014,18,-4.0,Berr
5016,102014,307,66.0,Ghana
5017,102014,165,-63.0,benin
5018,102014,24,-31.0,zimbabwe
5020,102014,233,-68.0,benin
5021,102014,213,55.0,ghana
5022,102014,78,39.0,Ghana
5023,102014,34,-51.0,ethiopia
5024,102014,214,68.0,ghana
5025,102014,308,68.0,Ghana
5027,102014,246,5.0,ghana
5028,102014,123,29.0,ghana
5029,102014,310,60.0,ghana
5030,102014,311,63.0,ghana
5031,102014,94,62.0,Ghana
5032,102014,63,68.0,Ghana
5034,102014,118,-68.0,sierra leone
5035,102014,313,-68.0,South Africa
5036,102014,181,-68.0,Nigeria
5037,102014,137,65.0,Ghana
5038,102014,85,67.0,ghana
5039,102014,314,64.0,ghana
5041,102014,243,-52.0,south africa
5042,102014,253,63.0,Ghana
5043,102014,223,68.0,ghana
5044,102014,224,-6.0,dunno
5045,102014,315,66.0,Ghana
5046,102014,174,68.0,Ghana
5048,102014,48,-68.0,Cote d'Ivore
5049,102014,239,-68.0,Ken6a
5050,102014,286,50.0,Ghana
5051,102014,316,68.0,Ghana
5052,102014,162,63.0,ghana
5053,102014,317,65.0,Ghana
5055,3712,18,92.0,nkruhmah
5056,3712,33,92.0,Nkrumah
5057,3712,0,92.0,nkruhmah
5058,3712,3,-90.0,nyerere
5059,3727,19,84.0,soccer war
5060,3727,28,77.0,soccer war
5062,3727,88,85.0,soccer war
5063,102033,33,76.0,Melampus
5064,102033,73,-76.0,Tiresias
5065,102033,242,-76.0,tereisias
5066,102034,73,18.0,aldol
5067,102034,119,-58.0,fischer
5069,3731,113,-32.0,Sukarno
5070,3731,13,69.0,nehru
5071,3731,33,41.0,Nehru
5072,3731,89,-69.0,I gandhi
5073,3731,29,-69.0,Gandhi
5074,3731,35,69.0,nehru
5076,3731,43,69.0,nehru
5077,3731,4,69.0,nehru
5078,3731,42,-43.0,deng
5079,3731,48,-69.0,Ghandi
5080,3740,113,-34.0,Chagatai
5081,3740,14,41.0,Golden Horde
5083,11546,73,78.0,The Republic
5084,11546,71,57.0,The Republic
5085,11546,14,78.0,The Republic
5086,102047,9,76.0,to the lighthouse
5087,102047,18,75.0,to the lighthouse
5088,102047,20,73.0,to the lighthouse
5090,109851,51,107.0,edward the confessor
5091,109851,73,-107.0,John I
5092,109851,71,107.0,Edward the Confessor
5093,109851,10,107.0,edward the confessor
5094,109851,42,107.0,edward the confessor
5095,3750,19,-77.0,kenyatta
5097,3750,62,-65.0,churchill
5098,3750,60,64.0,nkrumah
5099,3750,71,62.0,Nkrumah
5100,3750,29,-77.0,Togo
5101,3750,10,-61.0,kenyatta
5102,3750,1,70.0,nkrymah
5104,102067,53,65.0,Pointer
5105,102067,33,74.0,pointer
5106,102067,58,17.0,pointer
5107,102067,129,-74.0,boolean
5108,102067,35,33.0,pointer
5109,102067,3,37.0,pointer
5111,102067,102,21.0,pointer
5112,102067,66,-74.0,string
5113,102067,124,74.0,pointer
5114,3767,113,-91.0,Kublai Khan
5115,3767,51,85.0,tamerlane
5116,3767,18,63.0,tamurlane
5118,3767,28,78.0,tamerlane
5119,3767,64,91.0,tamburlaine
5120,3767,10,74.0,tamerlane
5121,3767,0,-82.0,kublai khan
5122,3767,3,48.0,tamerlane
5123,3767,243,50.0,tamerlane
5125,3767,31,-73.0,suleiman the magnificent
5126,102073,9,59.0,the bridge
5127,102073,28,-59.0,de stilj
5128,102075,23,55.0,capek
5129,102075,54,74.0,capek
5130,102075,26,74.0,capek
5132,102075,63,74.0,capek
5133,102075,148,74.0,Capek
5134,102075,50,-74.0,t
5135,102077,19,76.0,clemenceau
5136,102077,18,69.0,clemenceau
5137,102077,28,72.0,clemenceau
5139,3775,23,34.0,nyerere
5140,3775,243,-66.0,kenyatta
5141,102082,170,70.0,henry iv
5142,102082,74,70.0, Henry IV
5143,102082,44,70.0,Henry IV
5144,102082,14,70.0,Henry V
5146,102082,71,-56.0,Henry III
5147,102082,148,-70.0,Alexander
5148,102082,203,68.0,henry iv
5149,102082,217,-70.0,barbarossa
5150,102082,236,-59.0,louis IV
5151,102082,266,-70.0,henry
5153,102082,238,67.0,Henry IV
5154,102082,4,70.0,Henry IV
5155,102082,240,50.0,henry iv
5156,102082,319,70.0,henry ii
5157,3780,19,78.0,ethiopia
5158,3780,9,66.0,Ethiopia
5160,102088,18,78.0,france
5161,102088,42,75.0,france
5162,3791,20,73.0,tamerlane
5163,3791,71,66.0,Timur
5164,3791,98,88.0,tamurlane
5165,3791,47,88.0,tamurlaine
5167,3791,43,64.0,timur
5168,3792,52,48.0,soccer war
5169,3792,113,61.0,Soccer War
5170,3792,14,40.0,Soccer War
5171,3798,113,26.0,Meiji Restoration
5172,3798,18,38.0,meiji restoration
5174,3798,73,79.0,Meiji restoration
5175,3798,3,40.0,meiji restoration
5176,3798,33,18.0,Meiji Restoration
5177,3798,243,23.0,meiji restoration
5178,109860,30,-85.0,Fanon
5179,109860,71,-54.0,Kant
5181,109860,1,68.0,foucoult
5182,102113,9,67.0,galsworthy
5183,102116,189,52.0, cauchy
5184,102116,28,-58.0,poussin
5185,102116,20,74.0,cauchy
5186,102116,1,74.0,cauchy
5188,3814,71,37.0,The Fourth Crusade
5189,102121,14,-56.0,phloem
5190,102121,63,64.0,xylem
5191,102121,40,30.0,xylem
5192,102121,66,-64.0,phloem
5193,102121,124,64.0,xylem
5195,3818,30,53.0,Ethiopia
5196,3818,71,30.0,Ethiopia
5197,3820,113,97.0,War of the Pacific
5198,3820,243,-48.0,gran chaco war
5199,102138,18,64.0,arrhenius equation
5200,102138,33,33.0,Arrhenius equation
5202,3835,13,27.0,dahomey
5203,3835,22,72.0,dahomey
5204,3835,58,-67.0,biafra
