id,question,user,position,answer,,AvgUserPos,AvgQuestPos,RoundPos,QuestAnswered,UserPercent,QuestPercent
9045,5812,236,-92,war and peace,,30.0,38.0,-90.0,30,0.7,0.8518518518518519
9046,5812,80,34,anna karenina,,33.0,38.0,30.0,134,0.7388059701492538,0.8518518518518519
9047,5812,114,53,anna karenina,,51.0,38.0,50.0,142,0.7746478873239436,0.8518518518518519
9048,5812,130,92,anna karenina,,38.0,38.0,90.0,111,0.6936936936936937,0.8518518518518519
9049,5812,4,72,Anna Karenina,,73.0,38.0,70.0,175,0.8685714285714285,0.8518518518518519
9050,5812,331,59,anna karenina,,-15.0,38.0,60.0,5,0.4,0.8518518518518519
9052,5812,146,48,Anna Karenina,,40.0,38.0,50.0,10,0.9,0.8518518518518519
9053,5812,69,-16,cask of amontillado,,55.0,38.0,-20.0,39,0.7948717948717948,0.8518518518518519
9054,5812,348,-57,the idiot,,44.0,38.0,-60.0,33,0.7878787878787878,0.8518518518518519
9055,5812,83,92,Anna Karenina,,-14.0,38.0,90.0,24,0.5,0.8518518518518519
9056,5812,221,43,anna karenina,,83.0,38.0,40.0,17,1.0,0.8518518518518519
9057,5812,249,92,Anna Karenina,,54.0,38.0,90.0,13,0.7692307692307693,0.8518518518518519
9059,5812,364,77,anna karenina,,3.0,38.0,80.0,6,0.5,0.8518518518518519
9060,5812,27,51,anna karenina,,35.0,38.0,50.0,370,0.6648648648648648,0.8518518518518519
9061,5812,159,60,Anna Karenina,,74.0,38.0,60.0,9,0.8888888888888888,0.8518518518518519
9062,5812,290,35,anna karenina,,43.0,38.0,40.0,22,0.8636363636363636,0.8518518518518519
9063,5812,196,14,anna karenina,,33.0,38.0,10.0,11,0.8181818181818182,0.8518518518518519
9064,5812,358,78,anna karenina,,20.0,38.0,80.0,3,0.6666666666666666,0.8518518518518519
9066,5812,277,59,Anna Karenina,,55.0,38.0,60.0,28,0.7857142857142857,0.8518518518518519
9067,5812,255,91,ana karenina,,21.0,38.0,90.0,11,0.5454545454545454,0.8518518518518519
9068,5812,270,-53,War and Peace,,-9.0,38.0,-50.0,10,0.4,0.8518518518518519
9069,5812,239,-92,War and Peace,,-31.0,38.0,-90.0,10,0.3,0.8518518518518519
9070,5812,296,-92,war and peace,,-13.0,38.0,-90.0,8,0.375,0.8518518518518519
9071,5812,50,76,anna karenena,,-21.0,38.0,80.0,289,0.3771626297577855,0.8518518518518519
9073,5812,142,41,anna karenina,,34.0,38.0,40.0,83,0.6385542168674698,0.8518518518518519
9074,5812,365,50,anna karenina,,37.0,38.0,50.0,3,0.6666666666666666,0.8518518518518519
9075,5812,128,42,Anna Karena,,15.0,38.0,40.0,116,0.5862068965517241,0.8518518518518519
9076,5812,188,-92,war and peace,,-86.0,38.0,-90.0,29,0.13793103448275862,0.8518518518518519
9077,5816,74,58, Conrad,,37.0,36.0,60.0,29,0.7241379310344828,0.9310344827586207
9078,5816,23,17,Conrad,,28.0,36.0,20.0,533,0.7129455909943715,0.9310344827586207
9080,5816,30,64,Conrad,,43.0,36.0,60.0,940,0.7680851063829788,0.9310344827586207
9081,5816,49,64,Conrad,,14.0,36.0,60.0,123,0.5528455284552846,0.9310344827586207
9082,5816,89,-56,jorge luis borges,,27.0,36.0,-60.0,188,0.6542553191489362,0.9310344827586207
9083,5816,22,16,conrad,,52.0,36.0,20.0,281,0.896797153024911,0.9310344827586207
9084,5816,246,5,conrad,,3.0,36.0,10.0,11,1.0,0.9310344827586207
9085,5816,133,18,Conrad,,36.0,36.0,20.0,25,0.68,0.9310344827586207
9087,5816,58,23,conrad,,-14.0,36.0,20.0,123,0.44715447154471544,0.9310344827586207
9088,5816,204,5,conrad,,10.0,36.0,10.0,9,0.8888888888888888,0.9310344827586207
9089,5816,35,52,conrad,,5.0,36.0,50.0,144,0.5277777777777778,0.9310344827586207
9090,5816,34,61,conrad,,26.0,36.0,60.0,61,0.639344262295082,0.9310344827586207
9091,5816,46,18,conrad,,21.0,36.0,20.0,245,0.6571428571428571,0.9310344827586207
9092,5816,114,23,conrad,,51.0,36.0,20.0,142,0.7746478873239436,0.9310344827586207
9094,5816,4,30,conrad,,73.0,36.0,30.0,175,0.8685714285714285,0.9310344827586207
9095,5816,236,82,Joseph Conrad,,30.0,36.0,80.0,30,0.7,0.9310344827586207
9096,5816,82,-82,Bulgakov,,-40.0,36.0,-80.0,37,0.35135135135135137,0.9310344827586207
9097,5816,348,21,conrad,,44.0,36.0,20.0,33,0.7878787878787878,0.9310344827586207
9098,5816,15,59,conrad,,46.0,36.0,60.0,76,0.75,0.9310344827586207
9099,5816,31,82,conrad,,34.0,36.0,80.0,356,0.6657303370786517,0.9310344827586207
9101,5816,290,22,conrad,,43.0,36.0,20.0,22,0.8636363636363636,0.9310344827586207
9102,5816,168,76,conrad,,51.0,36.0,80.0,35,0.7428571428571429,0.9310344827586207
9103,5816,121,82,conrad,,-10.0,36.0,80.0,55,0.4727272727272727,0.9310344827586207
9104,5816,67,63,conrad,,42.0,36.0,60.0,50,0.74,0.9310344827586207
9105,5816,140,66,Conrad,,3.0,36.0,70.0,20,0.45,0.9310344827586207
9106,5816,279,25,conrad,,32.0,36.0,30.0,33,0.7878787878787878,0.9310344827586207
9108,5816,241,40,Conrad,,45.0,36.0,40.0,18,0.8333333333333334,0.9310344827586207
9109,5816,188,38,conrad,,-86.0,36.0,40.0,29,0.13793103448275862,0.9310344827586207
9110,5816,275,82,Conrad,,72.0,36.0,80.0,13,0.8461538461538461,0.9310344827586207
9111,5825,18,-82,havel,,49.0,-82.0,-80.0,678,0.7817109144542773,0.0
9112,5826,24,90,hero of our time,,50.0,32.0,90.0,404,0.7970297029702971,0.6
9113,5826,73,-55,Tristram Shandy,,44.0,32.0,-60.0,646,0.7275541795665634,0.6
9115,5826,46,-55,basho,,21.0,32.0,-60.0,245,0.6571428571428571,0.6
9116,5826,27,90,a hero of our time,,35.0,32.0,90.0,370,0.6648648648648648,0.6
9117,5826,20,90,a hero of our time,,56.0,32.0,90.0,707,0.7906647807637907,0.6
9118,5827,9,-41,jane eyre,,40.0,-48.0,-40.0,1128,0.7668439716312057,0.2
9119,5827,58,-100,silas marner,,-14.0,-48.0,-100.0,123,0.44715447154471544,0.2
9120,5827,29,100,Adam Bead,,-2.0,-48.0,100.0,194,0.4845360824742268,0.2
9122,5827,47,-100,silas marner,,59.0,-48.0,-100.0,428,0.7897196261682243,0.2
9123,5827,115,-100,middlemarch,,64.0,-48.0,-100.0,249,0.8152610441767069,0.2
9124,5835,9,46,remarque,,40.0,45.0,50.0,1128,0.7668439716312057,0.75
9125,5835,23,84,remarque,,28.0,45.0,80.0,533,0.7129455909943715,0.75
9126,5835,30,-40,Hemingway,,43.0,45.0,-40.0,940,0.7680851063829788,0.75
9127,5835,71,89,LeMarque,,50.0,45.0,90.0,559,0.8103756708407871,0.75
9129,5838,43,80,guy de maupassant,,34.0,80.0,80.0,572,0.701048951048951,1.0
9130,5838,113,80,Maupassant,,59.0,80.0,80.0,135,0.8296296296296296,1.0
9131,5841,30,-96,Dryden,,43.0,-14.0,-100.0,940,0.7680851063829788,0.5
9132,5841,23,56,chapman,,28.0,-14.0,60.0,533,0.7129455909943715,0.5
9133,5841,9,-96,smith,,40.0,-14.0,-100.0,1128,0.7668439716312057,0.5
9134,5841,19,96,chapman,,36.0,-14.0,100.0,470,0.6829787234042554,0.5
9136,5841,33,54,Chapman,,52.0,-14.0,50.0,592,0.847972972972973,0.5
9137,5841,47,-96,dryden,,59.0,-14.0,-100.0,428,0.7897196261682243,0.5
9138,5846,30,82,Kubla Khan,,43.0,56.0,80.0,940,0.7680851063829788,1.0
9139,5846,9,79,kubla khan,,40.0,56.0,80.0,1128,0.7668439716312057,1.0
9140,5846,14,34,Kubla Khan,,39.0,56.0,30.0,580,0.7310344827586207,1.0
9141,5846,46,30,kubla khan,,21.0,56.0,30.0,245,0.6571428571428571,1.0
9143,5848,52,16,emma,,29.0,16.0,20.0,370,0.9162162162162162,0.6
9144,5848,19,106,emma,,36.0,16.0,110.0,470,0.6829787234042554,0.6
9145,5848,1,-106,wuthering heights,,31.0,16.0,-110.0,498,0.6465863453815262,0.6
9146,5848,3,99,emma,,50.0,16.0,100.0,802,0.7830423940149626,0.6
9147,5848,33,-33,Northanger Abbey,,52.0,16.0,-30.0,592,0.847972972972973,0.6
9148,104160,3,93,arrenhius,,50.0,93.0,90.0,802,0.7830423940149626,1.0
9150,5859,145,94,Around the world in 80 days,,30.0,94.0,90.0,100,0.74,1.0
9151,5859,42,94,erewhon,,51.0,94.0,90.0,661,0.800302571860817,1.0
9152,5863,19,104,The power and the glory,,36.0,-13.0,100.0,470,0.6829787234042554,0.4
9153,5863,24,98,the power and the glory,,50.0,-13.0,100.0,404,0.7970297029702971,0.4
9154,5863,29,-106,Our Man in Havana,,-2.0,-13.0,-110.0,194,0.4845360824742268,0.4
9155,5863,62,-88,death comes for the archbiship,,31.0,-13.0,-90.0,518,0.6621621621621622,0.4
9157,5863,114,106,the power and the glory,,51.0,-13.0,110.0,142,0.7746478873239436,0.4
9158,5863,42,-91,death comes for the archbishop,,51.0,-13.0,-90.0,661,0.800302571860817,0.4
9159,5863,35,-106,old gringo,,5.0,-13.0,-110.0,144,0.5277777777777778,0.4
9160,5863,98,106,the power and the glory,,50.0,-13.0,110.0,376,0.7340425531914894,0.4
9161,5863,1,-48,                                m,,31.0,-13.0,-50.0,498,0.6465863453815262,0.4
9162,5863,43,-106,death comes for the archbishop,,34.0,-13.0,-110.0,572,0.701048951048951,0.4
9164,5865,23,92,Tale of Two Cities,,28.0,52.0,90.0,533,0.7129455909943715,0.8823529411764706
9165,5865,51,75,tale of two cities,,53.0,52.0,80.0,427,0.8009367681498829,0.8823529411764706
9166,5865,9,21,tale of two cities,,40.0,52.0,20.0,1128,0.7668439716312057,0.8823529411764706
9167,5865,129,-92,oliver twist,,0.0,52.0,-90.0,176,0.5113636363636364,0.8823529411764706
9168,5865,1,92,A tale of two cities,,31.0,52.0,90.0,498,0.6465863453815262,0.8823529411764706
9169,5865,91,35,tale of two cities,,54.0,52.0,40.0,91,0.8681318681318682,0.8823529411764706
9171,5865,79,35,tale of two cities,,-7.0,52.0,40.0,53,0.4339622641509434,0.8823529411764706
9172,5865,80,86,tale of two cities,,33.0,52.0,90.0,134,0.7388059701492538,0.8823529411764706
9173,5865,57,-92,The old curiosities shop,,34.0,52.0,-90.0,82,0.6829268292682927,0.8823529411764706
9174,5865,230,86,Tale of Two Cities,,32.0,52.0,90.0,24,0.6666666666666666,0.8823529411764706
9175,5865,46,83,tale of two cities,,21.0,52.0,80.0,245,0.6571428571428571,0.8823529411764706
9176,5865,3,80,tale of two cities,,50.0,52.0,80.0,802,0.7830423940149626,0.8823529411764706
9178,5865,5,92,Tale of two cities,,39.0,52.0,90.0,138,0.7246376811594203,0.8823529411764706
9179,5865,19,84,tale of two cities,,36.0,52.0,80.0,470,0.6829787234042554,0.8823529411764706
9180,5865,245,92,A Tale of Two Cities,,32.0,52.0,90.0,61,0.6557377049180327,0.8823529411764706
9181,5865,93,17,a tale of two cities,,26.0,52.0,20.0,141,0.7021276595744681,0.8823529411764706
9182,5865,168,92,a tale of two cities,,51.0,52.0,90.0,35,0.7428571428571429,0.8823529411764706
9183,104177,51,-167,ur,,53.0,55.0,-170.0,427,0.8009367681498829,0.6666666666666666
9185,104177,88,167,marduk,,60.0,55.0,170.0,240,0.7791666666666667,0.6666666666666666
9186,104177,3,164,marduk,,50.0,55.0,160.0,802,0.7830423940149626,0.6666666666666666
9187,104179,19,141,momentum,,36.0,15.0,140.0,470,0.6829787234042554,0.5714285714285714
9188,104179,165,-107,energy,,48.0,15.0,-110.0,24,0.75,0.5714285714285714
9189,104179,126,20,Angular Momentum,,48.0,15.0,20.0,46,0.7608695652173914,0.5714285714285714
9190,104179,34,-121,moment of inertia,,26.0,15.0,-120.0,61,0.639344262295082,0.5714285714285714
9192,104179,250,135,angular momentum,,46.0,15.0,140.0,26,0.7307692307692307,0.5714285714285714
9193,104179,250,67,angular momentum,,46.0,15.0,70.0,26,0.7307692307692307,0.5714285714285714
9194,104179,71,-70,Impedence ,,50.0,15.0,-70.0,559,0.8103756708407871,0.5714285714285714
9195,104179,35,138,angular momentum,,5.0,15.0,140.0,144,0.5277777777777778,0.5714285714285714
9196,104179,9,123,angular momentum,,40.0,15.0,120.0,1128,0.7668439716312057,0.5714285714285714
9197,104179,89,116,momentum,,27.0,15.0,120.0,188,0.6542553191489362,0.5714285714285714
9199,104179,143,-32,aigan value,,29.0,15.0,-30.0,53,0.5849056603773585,0.5714285714285714
9200,104179,59,-131,moment of inertia,,-17.0,15.0,-130.0,69,0.4057971014492754,0.5714285714285714
9201,104179,9,124,angular momentum,,40.0,15.0,120.0,1128,0.7668439716312057,0.5714285714285714
9202,104179,133,25,angular momentum,,36.0,15.0,30.0,25,0.68,0.5714285714285714
9203,104179,135,-68,Flux,,-11.0,15.0,-70.0,60,0.45,0.5714285714285714
9204,104179,28,116,angular momentum,,47.0,15.0,120.0,720,0.7777777777777778,0.5714285714285714
9206,104179,105,141,angular momentum,,55.0,15.0,140.0,24,0.9583333333333334,0.5714285714285714
9207,104179,116,92,momentum,,36.0,15.0,90.0,64,0.703125,0.5714285714285714
9208,104179,31,-63,imaginary current,,34.0,15.0,-60.0,356,0.6657303370786517,0.5714285714285714
9209,104179,223,-141,rotation,,-21.0,15.0,-140.0,4,0.5,0.5714285714285714
9210,104179,303,-13,spin,,-14.0,15.0,-10.0,4,0.25,0.5714285714285714
9211,104179,196,-92,hamiltonian,,33.0,15.0,-90.0,11,0.8181818181818182,0.5714285714285714
9213,104179,48,19,angular momentum,,14.0,15.0,20.0,88,0.5568181818181818,0.5714285714285714
9214,104179,139,19,angular momentum,,32.0,15.0,20.0,24,0.75,0.5714285714285714
9215,104179,292,-107,electro magnet,,-117.0,15.0,-110.0,3,0.0,0.5714285714285714
9216,104179,69,101,angular momentum,,55.0,15.0,100.0,39,0.7948717948717948,0.5714285714285714
9217,104179,124,141,angular momentum,,55.0,15.0,140.0,96,0.75,0.5714285714285714
9218,104179,95,-141, ,,-11.0,15.0,-140.0,46,0.4782608695652174,0.5714285714285714
9220,5883,24,80,golding,,50.0,89.0,80.0,404,0.7970297029702971,1.0
9221,5883,60,104,golding,,54.0,89.0,100.0,201,0.8059701492537313,1.0
9222,5883,42,67,golding,,51.0,89.0,70.0,661,0.800302571860817,1.0
9223,5883,113,104,Golding,,59.0,89.0,100.0,135,0.8296296296296296,1.0
9224,5887,9,-103,The master bridgebuilder,,40.0,28.0,-100.0,1128,0.7668439716312057,0.6666666666666666
9225,5887,14,103,The Master Builder,,39.0,28.0,100.0,580,0.7310344827586207,0.6666666666666666
9227,5887,33,83,The Master Builder,,52.0,28.0,80.0,592,0.847972972972973,0.6666666666666666
9228,5889,18,96,tasso,,49.0,75.0,100.0,678,0.7817109144542773,1.0
9229,5889,23,16,tasso,,28.0,75.0,20.0,533,0.7129455909943715,1.0
9230,5889,9,96,taso,,40.0,75.0,100.0,1128,0.7668439716312057,1.0
9231,5889,42,91,tasso,,51.0,75.0,90.0,661,0.800302571860817,1.0
9232,104194,42,96,hemholtz free energy,,51.0,96.0,100.0,661,0.800302571860817,1.0
9234,104198,9,-146,no idea,,40.0,-146.0,-150.0,1128,0.7668439716312057,0.0
9235,5895,30,37,Dover Beach,,43.0,35.0,40.0,940,0.7680851063829788,1.0
9236,5895,9,32,dover beach,,40.0,35.0,30.0,1128,0.7668439716312057,1.0
9237,104204,30,122,Meyerbeer,,43.0,98.0,120.0,940,0.7680851063829788,1.0
9238,104204,23,55,meyerbeer,,28.0,98.0,60.0,533,0.7129455909943715,1.0
9239,104204,42,118,meyerbeer,,51.0,98.0,120.0,661,0.800302571860817,1.0
9241,104205,19,107,defoe,,36.0,106.0,110.0,470,0.6829787234042554,1.0
9242,104205,28,105,defoe,,47.0,106.0,110.0,720,0.7777777777777778,1.0
9243,5904,20,71,madame bovary,,56.0,76.0,70.0,707,0.7906647807637907,1.0
9244,5904,28,62,madame bovary,,47.0,76.0,60.0,720,0.7777777777777778,1.0
9245,5904,11,94,madame bovary,,54.0,76.0,90.0,161,0.8012422360248447,1.0
9246,5905,23,54,trial,,28.0,-19.0,50.0,533,0.7129455909943715,0.5
9248,5905,50,-92,f,,-21.0,-19.0,-90.0,289,0.3771626297577855,0.5
9249,5906,45,68,Proust,,56.0,73.0,70.0,160,0.85,1.0
9250,5906,73,69,Proust,,44.0,73.0,70.0,646,0.7275541795665634,1.0
9251,5906,64,78,proust,,62.0,73.0,80.0,569,0.8295254833040422,1.0
9252,5906,47,78,proust,,59.0,73.0,80.0,428,0.7897196261682243,1.0
9253,5909,44,76,hopkins,,71.0,3.0,80.0,127,0.84251968503937,0.6
9255,5909,9,78,Hopkins,,40.0,3.0,80.0,1128,0.7668439716312057,0.6
9256,5909,3,15,hopkins,,50.0,3.0,20.0,802,0.7830423940149626,0.6
9257,5909,48,-78,yeats,,14.0,3.0,-80.0,88,0.5568181818181818,0.6
9258,5909,50,-78,",",,-21.0,3.0,-80.0,289,0.3771626297577855,0.6
9259,5919,30,103,Zola,,43.0,63.0,100.0,940,0.7680851063829788,0.8
9260,5919,20,76,zola,,56.0,63.0,80.0,707,0.7906647807637907,0.8
9262,5919,14,96,Zola,,39.0,63.0,100.0,580,0.7310344827586207,0.8
9263,5919,10,-63,balzac,,49.0,63.0,-60.0,442,0.8076923076923077,0.8
9264,5919,64,103,zola,,62.0,63.0,100.0,569,0.8295254833040422,0.8
9265,5921,9,-28,great expectations,,40.0,42.0,-30.0,1128,0.7668439716312057,0.75
9266,5921,45,89,Hard Times,,56.0,42.0,90.0,160,0.85,0.75
9267,5921,23,71,hard times,,28.0,42.0,70.0,533,0.7129455909943715,0.75
9269,5921,88,89,hard times,,60.0,42.0,90.0,240,0.7791666666666667,0.75
9270,5921,3,22,hard times,,50.0,42.0,20.0,802,0.7830423940149626,0.75
9271,5921,12,89,hard times,,31.0,42.0,90.0,153,0.6862745098039216,0.75
9272,5921,33,89,Hard Times,,52.0,42.0,90.0,592,0.847972972972973,0.75
9273,5921,31,-89,great expectations,,34.0,42.0,-90.0,356,0.6657303370786517,0.75
9274,104228,23,82,smolett,,28.0,110.0,80.0,533,0.7129455909943715,1.0
9276,104228,3,137,smollett,,50.0,110.0,140.0,802,0.7830423940149626,1.0
9277,110214,367,-56,liberia,,-56.0,15.0,-60.0,1,0.0,0.5789473684210527
9278,110214,212,82,Ghana,,93.0,15.0,80.0,2,1.0,0.5789473684210527
9279,110214,104,82,ghana,,68.0,15.0,80.0,41,0.9512195121951219,0.5789473684210527
9280,110214,21,-82,Tanzania,,40.0,15.0,-80.0,190,0.7368421052631579,0.5789473684210527
9281,110214,352,82,ghana,,65.0,15.0,80.0,7,0.8571428571428571,0.5789473684210527
9283,110214,300,-82,DRC,,46.0,15.0,-80.0,8,0.75,0.5789473684210527
9284,110214,96,82,ghana,,38.0,15.0,80.0,70,0.6714285714285714,0.5789473684210527
9285,110214,13,82,ghana,,31.0,15.0,80.0,168,0.6666666666666666,0.5789473684210527
9286,110214,368,82,Ghana,,82.0,15.0,80.0,1,1.0,0.5789473684210527
9287,110214,49,-82,Senegal,,14.0,15.0,-80.0,123,0.5528455284552846,0.5789473684210527
9288,110214,89,-82,south africa,,27.0,15.0,-80.0,188,0.6542553191489362,0.5789473684210527
9290,110214,71,82,Ghana,,50.0,15.0,80.0,559,0.8103756708407871,0.5789473684210527
9291,110214,65,82,Ghana,,65.0,15.0,80.0,43,0.813953488372093,0.5789473684210527
9292,110214,117,-46,south africa,,57.0,15.0,-50.0,23,0.782608695652174,0.5789473684210527
9293,110214,25,-82,Nigeria,,23.0,15.0,-80.0,57,0.7368421052631579,0.5789473684210527
9294,110214,248,82,ghana,,22.0,15.0,80.0,78,0.6923076923076923,0.5789473684210527
9295,110214,216,-11,Sierra Leone,,55.0,15.0,-10.0,2,0.5,0.5789473684210527
9297,110214,345,82,Ghana,,30.0,15.0,80.0,15,0.6666666666666666,0.5789473684210527
9298,110214,62,82,ghana,,31.0,15.0,80.0,518,0.6621621621621622,0.5789473684210527
9299,110214,370,-82,South Africa,,-82.0,15.0,-80.0,1,0.0,0.5789473684210527
9300,110214,371,82,ghana,,82.0,15.0,80.0,1,1.0,0.5789473684210527
9301,110214,247,-82,liberia,,36.0,15.0,-80.0,135,0.674074074074074,0.5789473684210527
9302,110214,372,68,Ghana,,42.0,15.0,70.0,2,1.0,0.5789473684210527
9304,110214,82,82,Ghana,,-40.0,15.0,80.0,37,0.35135135135135137,0.5789473684210527
9305,110214,4,82,ghana,,73.0,15.0,80.0,175,0.8685714285714285,0.5789473684210527
9306,110214,144,82,ghana,,74.0,15.0,80.0,55,0.9090909090909091,0.5789473684210527
9307,110214,374,82,Ghana,,82.0,15.0,80.0,1,1.0,0.5789473684210527
9308,110214,375,12,ghana,,12.0,15.0,10.0,1,1.0,0.5789473684210527
9309,110214,283,-77,South Africa,,-17.0,15.0,-80.0,10,0.4,0.5789473684210527
9311,110214,377,-82,ethiopia,,33.0,15.0,-80.0,3,0.6666666666666666,0.5789473684210527
9312,110214,378,-28,turkey,,-28.0,15.0,-30.0,1,0.0,0.5789473684210527
9313,110214,108,82,ghana,,-31.0,15.0,80.0,23,0.391304347826087,0.5789473684210527
9314,110214,109,-82,Tanzania,,3.0,15.0,-80.0,16,0.4375,0.5789473684210527
9315,110214,379,69,Ghana,,69.0,15.0,70.0,1,1.0,0.5789473684210527
9316,110214,380,-82,liberia,,-82.0,15.0,-80.0,1,0.0,0.5789473684210527
9318,110214,287,-82,Mali,,47.0,15.0,-80.0,3,0.6666666666666666,0.5789473684210527
9319,110214,20,82,ghana,,56.0,15.0,80.0,707,0.7906647807637907,0.5789473684210527
9320,110214,241,66,ghana,,45.0,15.0,70.0,18,0.8333333333333334,0.5789473684210527
9321,104230,51,-61,alcohol,,53.0,-76.0,-60.0,427,0.8009367681498829,0.25
9322,104230,58,-143,diene,,-14.0,-76.0,-140.0,123,0.44715447154471544,0.25
9323,104230,27,17,amines,,35.0,-76.0,20.0,370,0.6648648648648648,0.25
9325,104230,142,-116,alcohol,,34.0,-76.0,-120.0,83,0.6385542168674698,0.25
9326,5927,18,84,brave new world,,49.0,83.0,80.0,678,0.7817109144542773,1.0
9327,5927,9,73,brave new world,,40.0,83.0,70.0,1128,0.7668439716312057,1.0
9328,5927,60,96,brave new world,,54.0,83.0,100.0,201,0.8059701492537313,1.0
9329,5927,31,67,brave new world,,34.0,83.0,70.0,356,0.6657303370786517,1.0
9330,5927,20,96,brave new wor,d,56.0,83.0,100.0,707,0.7906647807637907,1.0
9332,5939,14,32,Rape of the Lock,,39.0,83.0,30.0,580,0.7310344827586207,1.0
9333,5939,60,69,rape of the lock,,54.0,83.0,70.0,201,0.8059701492537313,1.0
9334,5939,53,105,Rape of the Lock,,-19.0,83.0,110.0,175,0.42857142857142855,1.0
9335,5939,3,63,rape of the lock,,50.0,83.0,60.0,802,0.7830423940149626,1.0
9336,5939,98,105,rape of the lock,,50.0,83.0,110.0,376,0.7340425531914894,1.0
9337,5939,1,102,the rape of hte lock,,31.0,83.0,100.0,498,0.6465863453815262,1.0
9339,5939,130,105,rape of the lock,,38.0,83.0,110.0,111,0.6936936936936937,1.0
9340,5940,30,95,The Tin Drum,,43.0,90.0,100.0,940,0.7680851063829788,1.0
9341,5940,45,84,tin drum,,56.0,90.0,80.0,160,0.85,1.0
9342,104245,20,133,principia ethica,,56.0,-66.0,130.0,707,0.7906647807637907,0.3333333333333333
9343,104245,1,-169,utilitarianism,,31.0,-66.0,-170.0,498,0.6465863453815262,0.3333333333333333
9344,104245,42,-161,beyond good and evil,,51.0,-66.0,-160.0,661,0.800302571860817,0.3333333333333333
9346,5944,45,120,Playboy of the Western World,,56.0,110.0,120.0,160,0.85,1.0
9347,5944,46,102,playboy of the western world,,21.0,110.0,100.0,245,0.6571428571428571,1.0
9348,5944,20,107,playboy of the western world,,56.0,110.0,110.0,707,0.7906647807637907,1.0
9349,5951,10,97,strindberg,,49.0,75.0,100.0,442,0.8076923076923077,0.8
9350,5951,35,97,strindberg,,5.0,75.0,100.0,144,0.5277777777777778,0.8
9351,5951,27,97,strindberg,,35.0,75.0,100.0,370,0.6648648648648648,0.8
9353,5951,115,97,strindberg,,64.0,75.0,100.0,249,0.8152610441767069,0.8
9354,5951,16,-15,artaud,,38.0,75.0,-20.0,99,0.7373737373737373,0.8
9355,5952,50,-74,k,,-21.0,-74.0,-70.0,289,0.3771626297577855,0.0
9356,104262,28,119,corneille,,47.0,86.0,120.0,720,0.7777777777777778,1.0
9357,104262,73,77,Corneille,,44.0,86.0,80.0,646,0.7275541795665634,1.0
9358,104262,33,63,Corneille,,52.0,86.0,60.0,592,0.847972972972973,1.0
9360,5960,62,80,dead souls,,31.0,80.0,80.0,518,0.6621621621621622,1.0
9361,5961,24,76,browning,,50.0,76.0,80.0,404,0.7970297029702971,1.0
9362,104268,51,138,mann,,53.0,135.0,140.0,427,0.8009367681498829,1.0
9363,104268,98,140,mann,,50.0,135.0,140.0,376,0.7340425531914894,1.0
9364,104268,3,127,mann,,50.0,135.0,130.0,802,0.7830423940149626,1.0
9365,5965,211,110,flaubert,,24.0,87.0,110.0,10,0.7,0.9534883720930233
9367,5965,360,110,Flaubert,,97.0,87.0,110.0,3,1.0,0.9534883720930233
9368,5965,115,110,flaubert,,64.0,87.0,110.0,249,0.8152610441767069,0.9534883720930233
9369,5965,24,101,flaubert,,50.0,87.0,100.0,404,0.7970297029702971,0.9534883720930233
9370,5965,96,110,flaubert,,38.0,87.0,110.0,70,0.6714285714285714,0.9534883720930233
9371,5965,13,22,flaubert,,31.0,87.0,20.0,168,0.6666666666666666,0.9534883720930233
9372,5965,259,110,flaubert,,45.0,87.0,110.0,3,0.6666666666666666,0.9534883720930233
9374,5965,153,110,flaubert,,90.0,87.0,110.0,7,1.0,0.9534883720930233
9375,5965,6,60,Flaubert,,37.0,87.0,60.0,107,0.7476635514018691,0.9534883720930233
9376,5965,234,110,flaubert,,82.0,87.0,110.0,5,1.0,0.9534883720930233
9377,5965,148,110,Gustave Flaubert,,16.0,87.0,110.0,58,0.5344827586206896,0.9534883720930233
9378,5965,57,110,Flaubert,,34.0,87.0,110.0,82,0.6829268292682927,0.9534883720930233
9379,5965,25,110,Flaubert,,23.0,87.0,110.0,57,0.7368421052631579,0.9534883720930233
9381,5965,63,110,flaubert,,45.0,87.0,110.0,89,0.6853932584269663,0.9534883720930233
9382,5965,122,-81,maupassant,,48.0,87.0,-80.0,238,0.7521008403361344,0.9534883720930233
9383,5965,361,110,flaubert,,80.0,87.0,110.0,14,0.7857142857142857,0.9534883720930233
9384,5965,29,74,Flaubert,,-2.0,87.0,70.0,194,0.4845360824742268,0.9534883720930233
9385,5965,155,110,Floubert,,23.0,87.0,110.0,14,0.5714285714285714,0.9534883720930233
9386,5965,100,68,flaubert,,38.0,87.0,70.0,60,0.6833333333333333,0.9534883720930233
9388,5965,80,61,Flaubert,,33.0,87.0,60.0,134,0.7388059701492538,0.9534883720930233
9389,5965,238,71,Flaubert,,29.0,87.0,70.0,9,0.6666666666666666,0.9534883720930233
9390,5965,207,21,flaubert,,10.0,87.0,20.0,9,0.6666666666666666,0.9534883720930233
9391,5965,383,103,flaubert,,19.0,87.0,100.0,2,0.5,0.9534883720930233
9392,5965,47,110,flaubert,,59.0,87.0,110.0,428,0.7897196261682243,0.9534883720930233
9393,5965,201,110,Flaubert,,63.0,87.0,110.0,46,0.8043478260869565,0.9534883720930233
9395,5965,223,110,flaubert,,-21.0,87.0,110.0,4,0.5,0.9534883720930233
